store_nbr,store_name,latitude,longitude
"1,736",DOVER DE,39.216724,-75.570866
671,LEBANON TN,36.191928,-86.291516
"3,389",SNELLVILLE (S) GA,33.807976,-84.046685
"3,388",LAWRENCEVILLE (S) GA,33.936752,-84.025181
"1,074",GRENADA MS,33.781555,-89.837875
"5,671",NARANJA FL,25.496881,-80.411158
"2,020","RENSSELAER, IN",40.923729,-87.153146
"2,550","VANCOUVER (E),WA",45.623903,-122.562011
875,RIDGELAND MS /JACKSON,32.401684,-90.134265
"1,876","HOOD RIVER, OR",45.711725,-121.538552
924,STERLING CO,40.627049,-103.236353
"3,587",ROCKLIN (S) CA,38.802655,-121.201915
"5,411",IONIA MI,42.942952,-85.078525
"3,277","RENO, NV",39.422869,-119.756603
"1,284",PHENIX CITY AL,32.501376,-85.043413
"2,649","IRVING (NORTH), TX",32.920622,-96.967748
815,"OSAGE BEACH, MO",38.149554,-92.615956
"1,507","WICHITA (NE), KS",37.738882,-97.241906
"1,723","DES MOINES, IA",41.536963,-93.593045
686,FITZGERALD GA,31.689987,-83.248209
388,FT SMITH AR,35.399794,-94.363093
"5,911","BOYNTON BEACH, FL",26.492812,-80.063914
720,FRANKFORT KY,38.160546,-84.899191
"1,748","CHARLESTON (WEST), SC",32.821602,-80.081351
302,MURPHYSBORO IL,37.759656,-89.283378
"1,046",CARRIZO SPRINGS TX,28.542786,-99.848551
551,PALATKA FL,29.638512,-81.680966
"4,512",KATY MORTON TX,29.818473,-95.767104
"2,843","SUMMERFIELD, FL",28.962586,-81.964871
"2,353","CHESTERTOWN, MD",39.225822,-76.071166
"3,422","DEPTFORD (E), NJ",39.844239,-75.091648
"3,236","FREEHOLD, NJ",40.243703,-74.293521
"5,368","SALEM (C), OR",44.914065,-122.995675
"2,556","ARROYO GRANDE, CA",35.128952,-120.597708
"3,944",ELK CITY OK FORMER 134,35.40777,-99.380646
140,LUFKIN TX,31.299619,-94.731467
"7,389",CENTRALIA IL FORMER 1395,38.5343,-89.1587
"2,873","TROY, MI",42.544286,-83.172576
"5,397","WINONA, MN",44.032909,-91.617534
"4,009",NEWPORT AR FORMER 0018,34.1855,-79.3445
"1,866","FARMINGTON, ME",44.630575,-70.158694
637,LEXINGTON NE,40.744902,-99.742518
"5,030",TOLEDO (NW) OH,41.674558,-83.680654
"1,875","GLEN BURNIE, MD",39.146365,-76.646671
"5,930","ANAHEIM, CA",33.857602,-117.918796
"1,887","MONTOURSVILLE, PA",41.262279,-76.919142
"1,322",LEXINGTON NC,35.794639,-80.259614
"1,729",CONNERSVILLE IN,39.684407,-85.136879
"2,705","FRANKLIN, VA",36.669841,-76.955321
"2,125","LAKEWOOD, CO",39.742667,-105.079363
"4,082",TOPEKA E KS HS 6392,40.8191,-85.8422
923,NOBLESVILLE IN,40.033759,-85.998957
"2,300","PITTSBURGH (W), PA",40.447374,-80.176379
"2,702","NIXA, MO",37.061157,-93.298956
"1,183","WEST COLUMBIA, SC",33.979708,-81.099688
169,LONOKE AR,34.805277,-91.894102
"2,952","MURRIETA, CA",33.552575,-117.192629
"2,687","GREER, SC",34.944062,-82.206294
577,OLATHE KS,38.880957,-94.758111
"4,526","HOUSTON, TX",29.829851,-95.377074
"4,108",SPRINGDALE ELM SPRINGS AR,36.196132,-94.183949
797,BURLINGTON IA,40.814226,-91.160891
461,EAGLE PASS TX,28.701203,-100.480809
"3,968",WATSEKA IL FORMER 1548,40.77585,-87.694954
"2,945",PARKESBURG PA,39.979913,-75.933743
"4,230","FORT WAYNE, IN",41.176255,-85.169186
"6,985",STAMFORD TX FORMER 1257,32.9611,-99.8013
"1,173",JACKSONVILLE FL,30.283552,-81.562659
802,MONROE WI,42.609646,-89.663551
490,"CORPUS CHRISTI, TX",27.674396,-97.300325
853,MOBILE AL,30.678199,-88.222575
"2,110","PARAMOUNT, CA",33.902464,-118.145351
155,SENATOBIA MS,34.629279,-89.971817
"1,413",CRYSTAL LAKE IL,42.209328,-88.282838
"2,923","BILLINGS, MT",45.828868,-108.467287
"2,618","COMMERCE, MI",42.559562,-83.442934
"4,849",MOUNTAIN IRON MN,47.522984,-92.591069
258,TUPELO MS.,34.308859,-88.709859
"3,947",CHULA VISTA CA,32.637851,-117.024932
688,"NASHVILLE (S), TN",36.041872,-86.709067
"1,609",GRAND RAPIDS MN,47.201711,-93.525989
"4,276","TAYLOR, PA",41.395584,-75.686142
"4,013","RIVERHEAD, NY FORMER 2906",40.93261,-72.665003
"1,311",COLUMBUS (N) GA,32.540884,-84.945814
"4,113",PCCC CURRENTLY BEING REVIEWED,25.939554,-97.535343
224,"MT. VERNON, IL.",38.309237,-88.958286
433,"HUNTSVILLE (N), AL",34.765271,-86.592518
"1,562",COON RAPIDS MN,45.207264,-93.362008
"1,363",MADISON GA,33.566138,-83.479904
"1,934","SOUTH HILL, VA",36.712043,-78.104844
"3,520","SECAUCUS, NJ",40.792987,-74.042429
"5,247","ROANOKE, TX",33.013824,-97.217094
"1,587",MODESTO CA,37.673337,-121.037096
"3,431",HUDSON OAKS TX,32.755923,-97.709538
516,"GUN BARREL CITY, TX",32.333073,-96.135307
"5,810",DALLAS CLARK & WHEATLAND TX,32.649651,-96.944426
215,WINONA MS,33.473154,-89.737076
"5,814",HOLLY SPRINGS GA,34.185405,-84.504433
432,TALLADEGA AL,33.438617,-86.080367
"4,384","MOUNT PLEASANT (N), SC",32.861804,-79.788206
"2,236","HARLEYSVILLE, PA",40.286715,-75.393081
362,WINFIELD AL,33.935256,-87.840529
908,ORLANDO (SW) FL,28.447665,-81.424513
"3,044",FORT WORTH SE TX,32.710781,-97.283333
785,WAYNESBORO MS,31.688899,-88.629585
"7,245",SYLVESTER GA,31.525791,-83.811741
"1,054",ATCHISON KS,39.540477,-95.129228
"3,934",SALINAS CA FORMER 2458,36.7058,-121.669
337,FREDERICKTOWN MO,37.558952,-90.319775
930,MONTGOMERY (S) AL,32.325764,-86.232163
"3,331","PINE BLUFF, AR",34.173882,-92.003129
"2,955",KANSAS CITY MO,38.885007,-94.604855
"4,370","FERNLEY, NV",39.611238,-119.216856
"3,370","PALMETTO, FL",27.523773,-82.559178
"3,400",OSWEGO IL,41.703677,-88.302462
"4,191",RICHMOND REYNOLDS VA,37.602927,-77.521985
"3,391",SCHERTZ TX,29.604075,-98.274989
"1,429",FREMONT OH,41.374632,-83.119987
"1,993","BROCKPORT, NY",43.196977,-77.927723
74,OSCEOLA AR,35.700143,-90.012539
251,MINEOLA TX.,32.689692,-95.481885
"3,465",GLENDALE AZ 11-12-02,33.510205,-112.267328
"2,898","OLD SAYBROOK, CT",41.296828,-72.381551
"5,857","WESTERVILLE, OH",40.111341,-82.924041
"5,361","OMAHA, NE",41.214792,-96.114346
"4,249","SMELTERVILLE, ID",47.544831,-116.186957
"1,623",WILKES-BARRE PA,41.238501,-75.858471
"4,131",SAN ANTONIO CULEBRA TX,29.487511,-98.668221
"5,115",DAVENPORT (W) IA,41.557447,-90.622671
"5,344",TOWSON MD,39.395207,-76.580363
"3,864","JACKSONVILLE (S), NC",34.751469,-77.464594
"2,369","TILTON, NH",43.454423,-71.577081
"2,213","ST LOUIS (S), MO",38.494617,-90.296084
"5,781","CHICAGO (CHATHAM), IL",41.740266,-87.632945
"4,355",TAYLOR AZ,34.473716,-110.084882
"2,074","WASILLA, AK",61.568719,-149.365105
"3,311","MIAMI GARDENS (PROP), FL",25.952899,-80.243694
"2,507","SANTA MARIA, CA",34.919879,-120.419149
375,HUNTSVILLE AL,34.703017,-86.585392
"3,906",OXFORD NC FORMER 1579,36.2777,-78.6047
"3,059",CANTON MS,32.595986,-90.073021
"3,231",GREENWOOD AR 11-11-02,35.220709,-94.296655
20,CLINTON MO,38.362772,-93.750585
"3,507","BALTIMORE, MD",39.2577,-76.6087
"1,648",CARSON CITY NV,39.111782,-119.778406
830,ROCK FALLS IL,41.763361,-89.687051
115,"WEST POINT, MS",33.586712,-88.661931
"3,824","WESTMINSTER (72ND), CO",39.825308,-105.056494
"2,435","DUNDALK, MD",39.285475,-76.498353
"2,294","FLEMINGTON, NJ",40.527484,-74.850912
44,ELDON MO,38.335278,-92.583759
"2,095","WAREHAM, MA",41.779032,-70.746723
"3,876","MUSKEGON (W), MI",43.192887,-86.266661
"3,245","HAYWARD, WI",46.018074,-91.470807
"1,408",TALLAHASSEE(W) FL,30.461955,-84.359242
"5,345",DUNKIRK MD,38.722477,-76.656934
"1,924","PRESQUE ISLE, ME",46.697578,-68.014427
"2,131","TOPEKA, KS",38.998341,-95.693918
957,GENESCO IL,41.432766,-90.155182
"2,929","HOPE MILLS, NC",34.980099,-78.965057
273,FULTON MS,34.242223,-88.397212
"5,450","NORTH EAST, MD",39.610029,-75.951518
"1,359",NORTH CHARLESTON SC,32.939164,-80.035627
553,SLIDELL LA,30.278451,-89.748895
"1,226",ASHLAND CITY TN,36.247874,-87.032526
"2,025","TRACY, CA",37.751659,-121.471715
"3,225","ROWLETT, TX",32.910725,-96.577932
"4,018",POMPANO BEACH FL FORMER 1517,26.2597,-80.128
"2,318","INDIANA, PA",40.603349,-79.194752
"4,378","ONLEY, VA",37.685551,-75.724003
"1,364",LAKE HAVASU CITY AZ,34.571629,-114.368101
"3,827","HOUSTON (GRAND PKWY), TX",29.690098,-95.774561
889,THOMASVILLE GA,30.859967,-83.944848
"1,309","SALEM, VA",37.290049,-80.089027
"1,650",SAUKVILLE WI,43.383123,-87.924219
"3,339","VINELAND, NJ",39.489511,-75.047427
"1,283",STARKE FL,29.922285,-82.130209
598,"KEARNEY, NE",40.726458,-99.081222
"2,121","SHELTON, WA",47.233063,-123.125779
"3,035",WASHINGTON FT TOTTEN DC,38.958041,-77.002202
"2,421","ST CROIX FALLS, WI",45.400098,-92.603785
"2,477","ROSEBURG, OR",43.235342,-123.368781
"1,936","SAULT STE MARIE, MI",46.464721,-84.365356
"5,066",AVON OH,41.466354,-82.016057
"2,400","CHILLICOTHE, OH",39.347861,-82.971101
946,PIEDMONT MO,37.138973,-90.701591
696,PRESTONSBURG KY,37.655094,-82.781844
"3,534",RED WING MN 11-12-02,44.563101,-92.581983
"2,184","SEEKONK, MA EF",41.795346,-71.325183
604,DOTHAN AL,31.268096,-85.441104
"3,732","RIO RANCHO (W), NM",35.242941,-106.699666
749,AMES IA,42.053337,-93.622036
881,"LEXINGTON, SC",33.998122,-81.224689
"3,805","WOODLAND PARK, CO",38.970532,-105.038613
"3,987",FAIRFIELD IA  FORMER 0985,41.0075,-91.993056
"5,078","YAKIMA (W), WA",46.582977,-120.597267
638,GAFFNEY SC,35.087263,-81.665818
"2,097","HUDSON, NY",42.278396,-73.750352
396,ANDERSON SC,34.554433,-82.678746
"4,484","RALEIGH (TRI.MALL), NC",35.869744,-78.565036
837,THAYER MO,36.524866,-91.532755
843,CAMILLA GA,31.235761,-84.198612
753,CEDAR FALLS IA,42.486901,-92.440136
"1,705",SENECA FALLS NY,42.907687,-76.840849
"3,948",MOSCOW ID FORMER 1870,46.712475,-117.1772
845,BUFFALO MO EF,37.639116,-93.106155
"1,431",KEOKUK IA,40.417702,-91.410651
"1,388",KENDALLVILLE IN,41.447747,-85.224114
"2,503",HACKETTSTOWN NJ,40.816326,-74.842097
102,STUTTGART AR,34.477058,-91.549053
"1,375",MARIANNA FL,30.727748,-85.188476
"3,608","NORTH MADISON, OH",41.804645,-81.071979
529,TEXAS CITY TX,29.402036,-95.037628
"2,596","MOUNT VERNON, WA",48.441662,-122.346198
"1,812",WOOSTER OH,40.847577,-81.941671
712,SCOTTSBORO AL,34.668443,-86.005791
"2,767",MESA (NORTH) AZ,33.449221,-111.733746
"2,846","OLIVE BRANCH, MS",34.964977,-89.849634
"5,732","JOHNSON CITY, NY",42.115453,-75.946979
"1,122",TOCCOA GA,34.548079,-83.283824
"2,910",SALEM OH 11-11-02,40.899615,-80.817636
"1,119",NAPLES FL,26.125188,-81.762656
"4,055",SAN ANTONIO UNIVERSAL CITY TX,29.547462,-98.308169
"6,469",BYRAM MS,32.185505,-90.264498
"6,898",LUBBOCK QUAKER TX,33.489339,-101.901918
"2,847","BELLEVUE, NE",41.155655,-95.936667
"5,130","PHILADELPHIA-BU-, PA",40.083012,-75.022603
"2,292","COVINA, CA",34.102622,-117.909601
"5,358",SHIPPENSBURG PA,40.062321,-77.497937
"1,144",YORK SC,34.983498,-81.213211
"2,172","SPRINGDALE, OH",39.288124,-84.455703
"1,097","ABERDEEN, NC",35.159691,-79.424522
"2,527","SAN CLEMENTE, CA",33.455696,-117.606244
"5,835","CAVE CREEK, AZ",33.796641,-111.962216
442,KINGSVILLE TX,27.489283,-97.853761
"3,055",CATOOSA OK,36.165318,-95.756244
"1,138",MADISON WI,43.051987,-89.509157
"1,220",ORLANDO FL,28.515447,-81.462833
106,FULTON KY,36.517096,-88.899972
"5,174",SEMIMES AL,30.761799,-88.229522
"5,239","BECHTELSVILLE, PA",40.351161,-75.630492
622,OKLA CITY (NW),35.562471,-97.653956
"3,544",GUILFORD CT,41.287232,-72.678879
826,FARMINGTON NM,36.767987,-108.151504
609,HANNIBAL MO,39.724869,-91.400117
391,TUPELO MS,34.258121,-88.741207
"1,335",LEXINGTON VA,37.805879,-79.409875
"3,886","EDINBURG (S), TX",26.267626,-98.204579
"3,499",JEFFERSON WI,42.987614,-88.807869
"1,087",STUART FL,27.156991,-80.218621
114,BOONEVILLE MS,34.677432,-88.564172
"3,634",TAMAQUA PA,40.836795,-75.988056
"3,989","RIVERSIDE (E), CA FORMER 1899",33.94,-117.283
"1,676",TELL CITY IN,37.928236,-86.752582
"2,341","QUINCY, MA",42.236182,-70.986279
"2,968","CARROLLTON, KY",38.658921,-85.128316
456,BROWNSVILLE TX,25.975307,-97.520422
"1,946","MASSENA, NY",44.922201,-74.877754
98,BASTROP LA,32.775799,-91.870221
448,SHREVEPORT LA,32.446569,-93.867816
"5,329","PHOENIX, AZ",33.869578,-112.154936
189,KIRKSVILLE MO,40.216654,-92.579573
"4,557","LAS VEGAS (MCLEOD), NV",36.097988,-115.108299
"2,939","RICHLAND, MS",32.219894,-90.151331
"2,150","SAN DIEGO (S), CA EF",32.581523,-117.035516
357,VERSAILLES MO,38.434248,-92.858875
"2,708",TEMECULA CA,33.480143,-117.094559
"3,222",CLEMSON SC,34.705683,-82.762312
"4,601","LAS CRUCES (N), NM",32.360252,-106.745981
"3,303","GRUNDY, VA",37.277939,-82.102083
"5,027",LANCASTER NY,42.882479,-78.694009
"3,902",CONCORD POPLAR TENT NC,46.3919,-116.989
152,DESOTO MO,38.150199,-90.574614
"3,920",ROUND LAKE BEACH IL FORMER 122,42.397201,-88.067592
"3,307","CRAWFORDVILLE, FL",30.216862,-84.360259
"2,230","STATE COLLEGE, PA",40.832728,-77.808194
"3,527","ST LUCIE WEST, FL",27.315202,-80.402169
641,GREENVILLE SC,34.856926,-82.454136
605,SAVANNAH GA,31.986782,-81.082655
"1,156",MOORESVILLE NC,35.589412,-80.854872
"1,109",RAYVILLE LA,32.462871,-91.763352
580,BARTOW FL,27.907053,-81.833425
"2,637","MONROE, NY",41.316944,-74.148409
"4,203","FORT MOHAVE, AZ",35.005729,-114.594695
110,WINTER GARDEN FL,28.476488,-81.629452
"1,795",PISGAH FOREST NC,35.277481,-82.703907
"1,577",BUFFALO MN,45.189871,-93.878478
"1,857",MENTOR (CLEVELAND) OH,41.678819,-81.307665
907,FORSYTH GA,33.042272,-83.943295
"2,054",MARTELL (JACKSON) CA,38.357933,-120.806192
"7,294",NORMAN CEDAR LANE OK,35.173964,-97.408629
678,NEWPORT TN,35.943762,-83.212223
873,TAOS NM,36.387447,-105.586275
"1,698",HOOKSETT NH,43.041084,-71.474576
"2,224","WILLISTON, VT",44.441633,-73.122127
"3,289","WEST JEFFERSON, NC",36.389318,-81.481169
514,AIKEN SC,33.518172,-81.719602
"1,523","GLEN ALLEN, VA",37.652049,-77.608158
"2,781","NAMPA, ID",43.548914,-116.569909
"2,153","BIDDEFORD, ME",43.474379,-70.499542
"2,513","DAHLONEGA, GA",34.538645,-83.972439
54,SPRINGDALE AR,36.166213,-94.146938
950,"BARTLETT, TN",35.207127,-89.782696
406,"SMYRNA, TN",35.970952,-86.495795
"4,257","AUSTIN, MN",43.687818,-92.987256
"5,886","ENCINITAS, CA",33.069254,-117.266426
"1,782",VIENNA WV,39.306283,-81.553726
262,BENTON IL /WEST CITY.,38.001016,-88.936535
"1,014",INDEPENDENCE MO,39.046131,-94.367005
962,TRINIDAD CO,37.138728,-104.523275
"5,853",LONGVIEW WA,46.153048,-122.983962
"1,469",CHATTANOOGA (CENTRAL) TN,35.030094,-85.153139
"3,883","KAPOLEI, HI",21.341965,-158.075334
"2,815","ROLLING MEADOWS, IL",42.053598,-88.000247
"2,681","LITTLETON,NH",44.304654,-71.798527
599,KINGSPORT TN,36.508708,-82.519174
470,CORPUS CHRISTI TX,27.738022,-97.438892
"2,134","CHARLOTTE (N), NC",35.295467,-80.758261
"2,124","BEAVER CREEK, OH",39.772565,-84.054975
"2,557","BAKERSFIELD, CA EF",35.386302,-119.095491
314,FAYETTEVILLE TN,35.136614,-86.564582
"3,337","RIO GRANDE, NJ",39.021146,-74.872923
"2,297","STEVENSON RANCH, CA",34.383444,-118.569182
"2,728","DECATUR, (S), IL",39.818476,-88.883133
557,EMPORIA KS,38.424999,-96.219714
"3,228",DELMONT PA,40.399049,-79.590241
"1,072",TIFTON GA,31.442727,-83.542358
"1,744",PENFIELD NY,43.190503,-77.498195
"1,281",SPARTENBURG (EAST) SC,34.972869,-81.877445
"1,065",HOPE AR,33.680862,-93.614652
"1,451",BEARDSTOWN IL,39.996828,-90.394454
"2,106","RENO (N), NV",39.528964,-119.781714
"5,057",MURFREESBORO TN 11-12-02,35.831449,-86.346306
941,BRANDON FL,27.896411,-82.248247
"2,439",BAYTOWN TX,29.817169,-94.896834
814,"OKEECHOBEE, FL",27.221349,-80.828061
"1,456",EVANSTON WY,41.265919,-110.953864
"6,580",GRANDVIEW MO,38.899,-94.5273
581,MARSHALLTOWN IA,42.012119,-92.908946
"3,296","HOUSTON, TX",29.733229,-95.591409
"5,390","MARIETTA (TRADE CTR), GA",33.945768,-84.521613
772,HOUSTON (ALIEF) TX,29.721258,-95.647439
"1,502",ROANOKE RAPIDS NC,36.428333,-77.634214
"2,502",LATROBE PA,40.282491,-79.383027
225,SULPHUR OK.,34.503929,-97.004276
"5,435",SAN JOSE(CENTRAL) CA,37.330994,-121.860431
"4,258","STAFFORD (S), VA",38.369257,-77.529196
537,ODESSA TX,31.895644,-102.332153
"1,289",WILMINGTON OH,39.453074,-83.779125
737,LEWISBURG TN,35.471175,-86.791563
"5,262","PELHAM(N), AL",33.340851,-86.791181
"1,879","BARSTOW, CA",34.882609,-116.991721
"2,340","EPHRATA, PA",40.167234,-76.152799
531,LAFAYETTE LA (W),30.187139,-92.078525
"5,935","TIGARD, OR",45.431629,-122.755192
147,DENISON TX,33.759263,-96.587522
"1,024",SWAINSBORO GA,32.588146,-82.330518
575,WOODSTOCK GA,34.084178,-84.481152
"4,865",SIOUX FALLS N SD,43.603275,-96.789624
56,AVA MO,36.959393,-92.676635
"1,060",MORGANTON NC,35.727153,-81.705129
"1,385",GASTONIA NC,35.262394,-81.124216
"5,703","HUNTSVILLE (NW), AL",34.751176,-86.773609
"3,612",BURLINGTON (N) NC,36.091156,-79.403377
"5,035",MULBERRY FL,27.933404,-81.970349
"2,309","WEST CHESTER, OH",39.345403,-84.392561
"4,153",OLD BRIDGE NJ,40.373738,-74.319214
"5,931","DALLAS, TX",32.936876,-96.752718
"1,445",PORT CLINTON OH,41.520074,-82.863167
"1,772",KLAMATH FALLS OR,42.193388,-121.760604
"6,932",BLANCHARD LA,32.596094,-93.838319
"1,175",FLAGSTAFF AZ,35.176575,-111.664625
"2,631","LIVONIA, MI",42.366507,-83.336705
"1,976","BIG FLATS (ELMIRA), NY",42.156823,-76.854025
92,AURORA MO,36.946462,-93.714993
971,VIROQUA WI,43.570315,-90.886168
166,HOUSTON MO,37.313785,-91.962587
28,MIAMI OK,36.904546,-94.880331
"1,118",BALCH SPRINGS TX,32.731823,-96.615395
"5,240","ITHACA, NY",42.427699,-76.513974
"2,242","ANAHEIM, CA",33.836272,-117.938064
"7,413","BENNINGTON, VT EF FORMER 2289",42.9064,-73.2202
"3,478",HONOLULU HI,21.294903,-157.843233
"1,971","ROCHESTER, MN",44.077003,-92.511391
"2,496","BOONE, NC",36.197031,-81.660042
"2,250","CINCINNATI (CENTRAL), OH",39.148747,-84.402598
"5,438","NEW BERLIN, WI",43.014582,-88.104212
"1,909","NIAGARA FALLS, NY",43.094301,-78.978801
"1,235",SAN ANTONIO TX,29.490068,-98.587643
963,WEATHERFORD TX,32.731493,-97.794862
"1,917","SANTEE, CA",32.842306,-116.990309
"1,783",PRINCETON IN,38.358148,-87.604836
"2,355","CLARENCE, NY",42.983183,-78.693806
"1,378","GOSHEN (S), IN",41.556901,-85.788021
"5,859","WASCO, CA",35.604134,-119.359522
"5,104",KETTERING OH,39.711341,-84.201791
"1,713",CANTON IL,40.592292,-90.033266
"2,482","MESA (W), AZ",33.431942,-111.865295
"1,850","CHAMBERSBURG, PA",39.920766,-77.606921
"1,423",ST JOHNS MI,42.978773,-84.538732
"2,141","PHILADELPHIA (S), PA",39.926547,-75.141384
860,DELAND FL,29.061849,-81.301737
783,MACON MO,39.753883,-92.463896
"1,655",CRAWFORDSVILLE IN,40.013276,-86.907644
975,DURANT OK,34.000371,-96.413312
174,ROCKLEDGE FL,28.395266,-80.753136
"4,554","AUSTIN (NORTHCROSS), TX",30.355509,-97.734896
"2,648","SAN LEANDRO, CA EF",37.714653,-122.177726
"3,850","TUMWATER, WA",46.994525,-122.919097
413,PORT ISABEL TX,26.068962,-97.222583
"3,402",STOCKBRIDGE (S) GA,33.507521,-84.235721
"5,808",ELSA TX,26.287471,-97.990585
29,JEFFERSON CITY MO,38.580049,-92.219907
699,OXFORD MS,34.359971,-89.564548
"2,269","YAKIMA, WA",46.601529,-120.480429
"3,567",HIDALGO TX,26.125271,-98.219485
"1,942","HOLLAND, MI",42.808491,-86.090953
938,MONTGOMERY (E) AL,32.385046,-86.184915
"1,101",WETUMPKA AL,32.507362,-86.212189
"2,784","BEATRICE, NE",40.303688,-96.744313
"1,975","CLAREMONT, NH",43.378021,-72.328966
213,LITCHFIELD IL,39.185516,-89.668415
290,GONZALES TX,29.516426,-97.449185
37,FARMINGTON MO,37.789468,-90.435275
"5,360","TITUSVILLE, PA",41.633346,-79.698841
"3,293","CHARDON, OH",41.586203,-81.226511
162,"ANADARKO, OK",35.060046,-98.262378
"5,079","PASS CHRISTIAN, MS",30.335681,-89.188748
"3,206",LIMA OH,40.728869,-84.059929
"1,640",STATE COLLEGE PA,40.809965,-77.897647
"2,783","LEXINGTON, (NE) KY",38.069978,-84.480507
"6,983",NAVASOTA TX FORMER 0293,30.3922,-96.0705
"2,398","NEWINGTON, NH",43.101949,-70.809652
415,ST MARTINVILLE LA,30.144154,-91.943468
495,COLUMBUS MS,33.518704,-88.439006
"3,789","OGDEN, UT",41.232123,-111.981081
"2,088","BATAVIA, NY",43.013638,-78.207967
910,LAKE GENEVA WI,42.591124,-88.412057
"2,662","COVINGTON, VA",37.767378,-79.990957
"1,923","COMSTOCK PARK, MI",43.036419,-85.694269
"4,279","MIDLOTHIAN, TX",32.485343,-97.005783
"5,313",LAKE ST. LOUIS MO,38.772398,-90.786615
"1,085",PORT RICHEY FL,28.283363,-82.718496
"6,300",PROSPER TX,33.220071,-96.796685
"3,469","NEWARK, NJ",40.612722,-74.247571
"3,602",SPRINGFIELD (E) IL,39.744855,-89.639356
"1,005",WAVERLY IA,42.701631,-92.479644
"3,782","ORLANDO (NARCOOSSEE), FL",28.473815,-81.286894
"1,977","BRICK (OCEAN), NJ",40.072734,-74.124859
790,MCCOOK NE,40.198582,-100.652257
"3,503","THOMASVILLE, NC",35.855633,-80.065411
"1,198",SAN ANTONIO (N) TX,29.612411,-98.470721
"1,998",CHICAGO SKOKIE TOUHY & ST LOUI,42.012834,-87.719145
"1,093",RANTOUL IL,40.305511,-88.178659
"1,155",LUMBERTON NC,34.663992,-79.005738
"2,248",CATONSVILLE (BALTIMORE)MD,39.281722,-76.751192
"1,116",DUNCAN OK,34.527588,-97.970283
"1,323",PEORIA IL,40.728366,-89.615818
763,FAIRFIELD AL,33.466955,-86.913489
176,RIPLEY MS,34.723714,-88.950887
880,IRVING TX,32.834822,-97.006312
"5,150","MAPLEWOOD, MO",38.621592,-90.330926
242,PAOLA KS.,38.573584,-94.857276
"3,150",COUNCIL BLUFFS IA,41.279969,-95.868901
"2,424","TICONDEROGA, NY",43.856814,-73.433253
"2,319","OAK HARBOR, WA",48.288868,-122.662113
"1,882","SELMA, CA",36.577355,-119.634366
"1,057",TALLASSEE AL EF,32.551784,-85.916714
"1,314",BUFORD GA,34.088957,-83.989941
"2,855","SHAWNEE, KS",39.011976,-94.772878
630,FLORENCE SC,34.193247,-79.821009
"1,693",REDLANDS CA,34.065069,-117.222984
"4,027",SUN PRAIRIE WI FORMER 1267,43.1758,-89.2444
"6,951",FLATWOODS WV,38.707195,-80.665258
539,ALEXANDRIA LA,31.278617,-92.451908
"2,061","PLAINWELL, MI",42.447944,-85.672615
"4,088",COCHRAN GA HS 7246,32.400558,-83.336037
"1,392",WILMINGTON (N) NC,34.242067,-77.874207
"1,148",WICHITA FALLS TX,33.876182,-98.542301
"1,354",WASHINGTON NC,35.559825,-77.063773
"6,523",OCONOMOWOC WI,43.071937,-88.468663
235,CORNING AR.,36.412778,-90.595933
801,MARYVILLE MO,40.330026,-94.870115
"1,935","JOHNSTOWN, PA",40.276644,-78.845861
"1,384",LA JUNTA CO,37.998201,-103.593261
"1,764","DES MOINES (W), IA",41.597059,-93.713828
"3,344","WINCHESTER-W, VA",39.193917,-78.205538
"5,127","LACROSSE (S), WI",43.766399,-91.213581
"5,058",NASHVILLE M BORO TN,36.060954,-86.629224
"5,040",CARNEIGIE PA,40.386889,-80.096172
"2,653","PORTALES, NM",34.198144,-103.319111
180,JACKSONVILLE TX,31.951409,-95.266334
"3,983",HOUSTON CULLEN TX,39.211512,-75.570468
"1,114","MOUNTAIN VIEW, AR",35.867232,-92.101775
"1,786",EAGAN MN,44.828515,-93.161911
"6,852",LITTLE RIVER SC,33.878046,-78.606166
"2,865","SPOKANE (W), WA",47.699121,-117.445813
"1,948","WEIRTON, WV",40.390303,-80.549476
"1,926","OSWEGO, NY",43.464386,-76.478842
"7,415",GAINESVILLE FL FORMER 1081,0,0
989,METAIRIE LA,30.003566,-90.229272
"1,233",PAINTSVILLE KY,37.823253,-82.825463
"3,395",GRAND ISLAND NE,40.885365,-98.336154
"2,962",POMPANO BEACH FL,26.227911,-80.155019
665,CAMPBELLSVILLE KY,37.345769,-85.373521
952,MOULTRIE GA,31.170209,-83.757943
"3,528","WIGGINS, MS",30.845612,-89.144473
"2,128","HALIFAX, MA",41.997371,-70.846467
"2,127","WAUSAU, WI",44.918401,-89.653632
859,LAKE WALES FL,27.891994,-81.553018
"2,809","BUCKHANNON, WV",38.998038,-80.234958
"1,559",LAS VEGAS (NE) NV,36.165109,-115.063311
40,MOBERLY MO,39.447673,-92.420452
"1,885","BUTLER, PA",40.878144,-79.943131
"3,463",BRANDON FL,27.940623,-82.265132
"7,156",HEWITT TX,31.462226,-97.173681
"3,564",HORSHAM PA,40.158529,-75.139187
655,MADISONVILLE KY,37.423625,-87.473826
"5,352",BATAVIA IL,41.863758,-88.345798
"1,412",LARAMIE WY,41.301639,-105.540476
"2,570","NEW BRITAIN, CT",41.696,-72.7893
"3,515",HILLSBORO OH,39.227839,-83.621758
"5,436","NEW CASTLE, DE EF",39.733869,-75.618532
